Datum,Bremen:morgenpost:confirmed,Bremen:morgenpost:recovered,Bremen:morgenpost:deaths,Saarland:morgenpost:confirmed,Saarland:morgenpost:recovered,Saarland:morgenpost:deaths,Mecklenburg-Vorpommern:morgenpost:confirmed,Mecklenburg-Vorpommern:morgenpost:recovered,Mecklenburg-Vorpommern:morgenpost:deaths,Hamburg:morgenpost:confirmed,Hamburg:morgenpost:recovered,Hamburg:morgenpost:deaths,Thüringen:morgenpost:confirmed,Thüringen:morgenpost:recovered,Thüringen:morgenpost:deaths,Sachsen-Anhalt:morgenpost:confirmed,Sachsen-Anhalt:morgenpost:recovered,Sachsen-Anhalt:morgenpost:deaths,Brandenburg:morgenpost:confirmed,Brandenburg:morgenpost:recovered,Brandenburg:morgenpost:deaths,Schleswig-Holstein:morgenpost:confirmed,Schleswig-Holstein:morgenpost:recovered,Schleswig-Holstein:morgenpost:deaths,Berlin:morgenpost:confirmed,Berlin:morgenpost:recovered,Berlin:morgenpost:deaths,Rheinland-Pfalz:morgenpost:confirmed,Rheinland-Pfalz:morgenpost:recovered,Rheinland-Pfalz:morgenpost:deaths,Sachsen:morgenpost:confirmed,Sachsen:morgenpost:recovered,Sachsen:morgenpost:deaths,Hessen:morgenpost:confirmed,Hessen:morgenpost:recovered,Hessen:morgenpost:deaths,Niedersachsen:morgenpost:confirmed,Niedersachsen:morgenpost:recovered,Niedersachsen:morgenpost:deaths,Baden-Württemberg:morgenpost:confirmed,Baden-Württemberg:morgenpost:recovered,Baden-Württemberg:morgenpost:deaths,Bayern:morgenpost:confirmed,Bayern:morgenpost:recovered,Bayern:morgenpost:deaths,Nordrhein-Westfalen:morgenpost:confirmed,Nordrhein-Westfalen:morgenpost:recovered,Nordrhein-Westfalen:morgenpost:deaths,Baden-Württemberg:RKI:Neuinfektionen,Baden-Württemberg:RKI:Todesfaelle,Nordrhein-Westfalen:RKI:Neuinfektionen,Nordrhein-Westfalen:RKI:Todesfaelle,Bayern:RKI:Neuinfektionen,Bayern:RKI:Todesfaelle,Hessen:RKI:Neuinfektionen,Hessen:RKI:Todesfaelle,Berlin:RKI:Neuinfektionen,Berlin:RKI:Todesfaelle,Niedersachsen:RKI:Neuinfektionen,Niedersachsen:RKI:Todesfaelle,Sachsen:RKI:Neuinfektionen,Sachsen:RKI:Todesfaelle,Rheinland-Pfalz:RKI:Neuinfektionen,Rheinland-Pfalz:RKI:Todesfaelle,Brandenburg:RKI:Neuinfektionen,Brandenburg:RKI:Todesfaelle,Hamburg:RKI:Neuinfektionen,Hamburg:RKI:Todesfaelle,Schleswig-Holstein:RKI:Neuinfektionen,Schleswig-Holstein:RKI:Todesfaelle,Thüringen:RKI:Neuinfektionen,Thüringen:RKI:Todesfaelle,Mecklenburg-Vorpommern:RKI:Neuinfektionen,Mecklenburg-Vorpommern:RKI:Todesfaelle,Bremen:RKI:Neuinfektionen,Bremen:RKI:Todesfaelle,Saarland:RKI:Neuinfektionen,Saarland:RKI:Todesfaelle,Sachsen-Anhalt:RKI:Neuinfektionen,Sachsen-Anhalt:RKI:Todesfaelle,Baden-Württemberg:RKI:Summe_Infektionen,Baden-Württemberg:RKI:Summe_Todesfaelle,Nordrhein-Westfalen:RKI:Summe_Infektionen,Nordrhein-Westfalen:RKI:Summe_Todesfaelle,Bayern:RKI:Summe_Infektionen,Bayern:RKI:Summe_Todesfaelle,Hessen:RKI:Summe_Infektionen,Hessen:RKI:Summe_Todesfaelle,Berlin:RKI:Summe_Infektionen,Berlin:RKI:Summe_Todesfaelle,Niedersachsen:RKI:Summe_Infektionen,Niedersachsen:RKI:Summe_Todesfaelle,Sachsen:RKI:Summe_Infektionen,Sachsen:RKI:Summe_Todesfaelle,Rheinland-Pfalz:RKI:Summe_Infektionen,Rheinland-Pfalz:RKI:Summe_Todesfaelle,Brandenburg:RKI:Summe_Infektionen,Brandenburg:RKI:Summe_Todesfaelle,Hamburg:RKI:Summe_Infektionen,Hamburg:RKI:Summe_Todesfaelle,Schleswig-Holstein:RKI:Summe_Infektionen,Schleswig-Holstein:RKI:Summe_Todesfaelle,Thüringen:RKI:Summe_Infektionen,Thüringen:RKI:Summe_Todesfaelle,Mecklenburg-Vorpommern:RKI:Summe_Infektionen,Mecklenburg-Vorpommern:RKI:Summe_Todesfaelle,Bremen:RKI:Summe_Infektionen,Bremen:RKI:Summe_Todesfaelle,Saarland:RKI:Summe_Infektionen,Saarland:RKI:Summe_Todesfaelle,Sachsen-Anhalt:RKI:Summe_Infektionen,Sachsen-Anhalt:RKI:Summe_Todesfaelle,Nordrhein-Westfalen:morgenpost:days_after_outbreak,Bayern:morgenpost:days_after_outbreak,Baden-Württemberg:morgenpost:days_after_outbreak,Niedersachsen:morgenpost:days_after_outbreak,Hessen:morgenpost:days_after_outbreak,Sachsen:morgenpost:days_after_outbreak,Rheinland-Pfalz:morgenpost:days_after_outbreak,Berlin:morgenpost:days_after_outbreak,Schleswig-Holstein:morgenpost:days_after_outbreak,Brandenburg:morgenpost:days_after_outbreak,Sachsen-Anhalt:morgenpost:days_after_outbreak,Thüringen:morgenpost:days_after_outbreak,Hamburg:morgenpost:days_after_outbreak,Mecklenburg-Vorpommern:morgenpost:days_after_outbreak,Saarland:morgenpost:days_after_outbreak,Bremen:morgenpost:days_after_outbreak,Nordrhein-Westfalen:RKI:days_after_outbreak,Bayern:RKI:days_after_outbreak,Baden-Württemberg:RKI:days_after_outbreak,Niedersachsen:RKI:days_after_outbreak,Hessen:RKI:days_after_outbreak,Sachsen:RKI:days_after_outbreak,Rheinland-Pfalz:RKI:days_after_outbreak,Berlin:RKI:days_after_outbreak,Schleswig-Holstein:RKI:days_after_outbreak,Brandenburg:RKI:days_after_outbreak,Sachsen-Anhalt:RKI:days_after_outbreak,Thüringen:RKI:days_after_outbreak,Hamburg:RKI:days_after_outbreak,Mecklenburg-Vorpommern:RKI:days_after_outbreak,Saarland:RKI:days_after_outbreak,Bremen:RKI:days_after_outbreak
2020-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,20.0,14.0,0.0,20.0,0.0,0.0,4.0,0.0,33.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,60.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,20.0,14.0,0.0,30.0,0.0,0.0,2.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,70.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,14.0,0.0,70.0,0.0,0.0,2.0,0.0,24.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,90.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,14.0,0.0,90.0,0.0,0.0,12.0,0.0,15.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,110.0,0.0,30.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,40.0,14.0,0.0,100.0,0.0,0.0,20.0,0.0,31.0,0.0,6.0,0.0,2.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,140.0,0.0,40.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,50.0,0.0,0.0,50.0,14.0,0.0,120.0,0.0,0.0,37.0,1.0,83.0,1.0,10.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,1.0,220.0,1.0,50.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,20.0,0.0,0.0,70.0,0.0,0.0,70.0,14.0,0.0,180.0,0.0,0.0,36.0,0.0,93.0,0.0,22.0,1.0,6.0,0.0,11.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,1.0,320.0,1.0,70.0,1.0,20.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,20.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,100.0,0.0,0.0,120.0,14.0,0.0,330.0,0.0,0.0,49.0,2.0,58.0,0.0,49.0,0.0,1.0,0.0,5.0,0.0,7.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,3.0,370.0,1.0,120.0,1.0,20.0,0.0,20.0,0.0,30.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,30.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,170.0,0.0,0.0,130.0,14.0,0.0,370.0,0.0,0.0,32.0,1.0,66.0,3.0,17.0,0.0,4.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,4.0,440.0,4.0,140.0,1.0,20.0,0.0,20.0,0.0,30.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,20.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-08,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,40.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,180.0,0.0,0.0,170.0,14.0,0.0,400.0,0.0,0.0,15.0,0.0,25.0,0.0,17.0,0.0,0.0,0.0,11.0,0.0,3.0,0.0,5.0,0.0,3.0,0.0,4.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,240.0,4.0,460.0,4.0,150.0,1.0,20.0,0.0,40.0,0.0,40.0,0.0,10.0,0.0,20.0,0.0,10.0,0.0,20.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-09,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,50.0,0.0,0.0,20.0,0.0,0.0,10.0,0.0,0.0,30.0,0.0,0.0,40.0,0.0,0.0,200.0,0.0,0.0,260.0,14.0,0.0,480.0,0.0,0.0,51.0,1.0,94.0,4.0,83.0,0.0,20.0,0.0,22.0,0.0,16.0,0.0,5.0,0.0,7.0,0.0,4.0,0.0,20.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,7.0,0.0,5.0,0.0,0.0,0.0,280.0,5.0,550.0,8.0,240.0,1.0,40.0,0.0,60.0,0.0,50.0,0.0,10.0,0.0,20.0,0.0,10.0,0.0,40.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-10,20.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,40.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,20.0,0.0,0.0,10.0,0.0,0.0,60.0,0.0,0.0,20.0,1.0,0.0,20.0,0.0,0.0,40.0,0.0,0.0,70.0,1.0,0.0,280.0,2.0,0.0,310.0,14.0,0.0,650.0,0.0,2.0,117.0,0.0,168.0,0.0,101.0,3.0,15.0,0.0,33.0,0.0,35.0,0.0,20.0,0.0,17.0,0.0,11.0,0.0,26.0,0.0,7.0,0.0,9.0,0.0,1.0,0.0,11.0,0.0,2.0,0.0,6.0,0.0,400.0,5.0,720.0,8.0,330.0,4.0,60.0,0.0,90.0,0.0,90.0,0.0,30.0,0.0,40.0,0.0,20.0,0.0,70.0,0.0,20.0,0.0,10.0,0.0,10.0,0.0,20.0,0.0,10.0,0.0,10.0,0.0,7,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-11,30.0,1.0,0.0,10.0,0.0,0.0,20.0,0.0,0.0,50.0,0.0,0.0,10.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,30.0,0.0,0.0,90.0,0.0,0.0,30.0,1.0,0.0,30.0,0.0,0.0,50.0,0.0,0.0,80.0,1.0,0.0,340.0,2.0,0.0,370.0,14.0,0.0,800.0,6.0,3.0,146.0,5.0,196.0,1.0,112.0,0.0,36.0,0.0,43.0,0.0,56.0,0.0,14.0,0.0,30.0,0.0,8.0,0.0,29.0,0.0,19.0,0.0,1.0,0.0,8.0,0.0,11.0,0.0,10.0,0.0,15.0,0.0,540.0,10.0,910.0,9.0,440.0,4.0,90.0,0.0,130.0,0.0,140.0,0.0,50.0,0.0,70.0,0.0,30.0,0.0,100.0,0.0,40.0,0.0,10.0,0.0,20.0,0.0,30.0,0.0,20.0,0.0,20.0,0.0,8,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,8,1,0,0,0,1,0,0,0,0,0,0,0,0
2020-03-12,40.0,1.0,0.0,30.0,0.0,0.0,20.0,0.0,0.0,90.0,0.0,0.0,20.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,140.0,0.0,0.0,50.0,1.0,0.0,50.0,0.0,0.0,100.0,0.0,0.0,130.0,1.0,0.0,450.0,2.0,1.0,500.0,14.0,1.0,1040.0,6.0,4.0,180.0,3.0,282.0,2.0,127.0,2.0,37.0,0.0,47.0,0.0,68.0,0.0,29.0,0.0,62.0,0.0,23.0,0.0,42.0,1.0,18.0,1.0,11.0,0.0,9.0,0.0,7.0,0.0,15.0,0.0,14.0,0.0,720.0,13.0,1190.0,11.0,570.0,6.0,130.0,0.0,180.0,0.0,210.0,0.0,80.0,0.0,130.0,0.0,50.0,0.0,140.0,1.0,60.0,1.0,20.0,0.0,30.0,0.0,40.0,0.0,30.0,0.0,40.0,0.0,9,7,6,1,0,0,0,1,0,0,0,0,0,0,0,0,11,7,9,2,1,0,1,2,0,0,0,0,1,0,0,0
2020-03-13,40.0,1.0,0.0,40.0,0.0,0.0,30.0,0.0,0.0,100.0,0.0,0.0,30.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,50.0,0.0,0.0,170.0,0.0,0.0,100.0,1.0,0.0,80.0,0.0,0.0,150.0,0.0,0.0,230.0,1.0,0.0,570.0,2.0,3.0,560.0,14.0,1.0,1430.0,27.0,4.0,308.0,3.0,410.0,5.0,243.0,3.0,77.0,0.0,59.0,0.0,82.0,0.0,32.0,1.0,58.0,0.0,20.0,0.0,33.0,0.0,27.0,0.0,10.0,0.0,9.0,0.0,8.0,0.0,16.0,0.0,11.0,0.0,1020.0,16.0,1600.0,16.0,810.0,9.0,210.0,0.0,240.0,0.0,290.0,0.0,110.0,1.0,190.0,0.0,70.0,0.0,170.0,1.0,80.0,1.0,30.0,0.0,40.0,0.0,50.0,0.0,50.0,0.0,50.0,0.0,10,8,7,2,1,0,0,2,0,0,0,0,0,0,0,0,12,8,10,3,2,1,2,3,0,0,0,0,2,0,0,0
2020-03-14,50.0,1.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,160.0,0.0,0.0,50.0,0.0,0.0,40.0,0.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,220.0,0.0,0.0,160.0,1.0,0.0,100.0,0.0,0.0,200.0,0.0,0.0,250.0,1.0,0.0,830.0,2.0,3.0,680.0,14.0,1.0,1640.0,27.0,5.0,328.0,6.0,320.0,2.0,231.0,4.0,83.0,1.0,29.0,0.0,60.0,0.0,30.0,1.0,52.0,0.0,14.0,0.0,75.0,1.0,24.0,0.0,18.0,0.0,1.0,0.0,3.0,0.0,13.0,0.0,2.0,0.0,1350.0,22.0,1920.0,18.0,1040.0,13.0,290.0,1.0,270.0,0.0,350.0,0.0,140.0,2.0,240.0,0.0,90.0,0.0,240.0,2.0,110.0,1.0,50.0,0.0,40.0,0.0,50.0,0.0,60.0,0.0,50.0,0.0,11,9,8,3,2,0,1,3,0,0,0,0,1,0,0,0,13,9,11,4,3,2,3,4,1,0,0,0,3,0,0,0
2020-03-15,60.0,1.0,0.0,70.0,0.0,0.0,50.0,0.0,0.0,200.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,80.0,0.0,0.0,100.0,0.0,0.0,280.0,0.0,0.0,200.0,1.0,0.0,130.0,0.0,0.0,280.0,0.0,0.0,290.0,1.0,0.0,980.0,2.0,3.0,890.0,14.0,4.0,2100.0,27.0,6.0,179.0,1.0,241.0,5.0,156.0,3.0,25.0,0.0,25.0,0.0,56.0,0.0,26.0,0.0,96.0,1.0,21.0,0.0,73.0,0.0,20.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,17.0,0.0,0.0,0.0,1520.0,23.0,2150.0,23.0,1190.0,16.0,320.0,1.0,290.0,0.0,410.0,0.0,160.0,2.0,340.0,1.0,110.0,0.0,320.0,2.0,130.0,1.0,50.0,0.0,40.0,0.0,50.0,0.0,80.0,0.0,50.0,0.0,12,10,9,4,3,1,2,4,0,0,0,0,2,0,0,0,14,10,12,5,4,3,4,5,2,1,0,0,4,0,0,0
2020-03-16,60.0,1.0,0.0,80.0,0.0,0.0,50.0,0.0,0.0,260.0,1.0,1.0,70.0,1.0,0.0,80.0,0.0,0.0,90.0,0.0,0.0,120.0,0.0,0.0,330.0,0.0,0.0,320.0,1.0,0.0,150.0,0.0,0.0,340.0,2.0,0.0,390.0,1.0,0.0,1100.0,7.0,3.0,1070.0,14.0,5.0,2740.0,39.0,8.0,425.0,9.0,603.0,8.0,264.0,6.0,128.0,1.0,61.0,0.0,151.0,0.0,42.0,0.0,118.0,1.0,26.0,0.0,72.0,0.0,25.0,0.0,18.0,0.0,14.0,0.0,1.0,0.0,23.0,1.0,35.0,0.0,1940.0,32.0,2750.0,31.0,1450.0,22.0,440.0,2.0,360.0,0.0,560.0,0.0,200.0,2.0,450.0,2.0,130.0,0.0,390.0,2.0,150.0,1.0,70.0,0.0,60.0,0.0,60.0,0.0,100.0,1.0,80.0,0.0,13,11,10,5,4,2,3,5,1,0,0,0,3,0,0,0,15,11,13,6,5,4,5,6,3,2,0,0,5,0,0,0
2020-03-17,70.0,3.0,0.0,100.0,0.0,0.0,70.0,0.0,0.0,310.0,1.0,1.0,70.0,1.0,0.0,100.0,0.0,0.0,110.0,1.0,0.0,140.0,0.0,0.0,380.0,1.0,0.0,440.0,1.0,0.0,250.0,0.0,0.0,380.0,2.0,1.0,560.0,1.0,0.0,1640.0,7.0,6.0,1350.0,14.0,5.0,3380.0,39.0,13.0,601.0,9.0,901.0,12.0,461.0,7.0,169.0,0.0,96.0,0.0,170.0,1.0,81.0,0.0,166.0,1.0,65.0,0.0,131.0,0.0,47.0,0.0,30.0,0.0,31.0,0.0,12.0,1.0,20.0,0.0,29.0,0.0,2530.0,41.0,3640.0,43.0,1900.0,29.0,610.0,2.0,450.0,0.0,730.0,1.0,280.0,2.0,620.0,3.0,200.0,0.0,520.0,2.0,200.0,1.0,100.0,0.0,90.0,0.0,70.0,1.0,120.0,1.0,110.0,0.0,14,12,11,6,5,3,4,6,2,1,0,0,4,0,0,0,16,12,14,7,6,5,6,7,4,3,1,0,6,0,1,0
2020-03-18,80.0,3.0,0.0,170.0,0.0,0.0,100.0,0.0,0.0,410.0,1.0,1.0,110.0,1.0,0.0,130.0,0.0,0.0,170.0,1.0,0.0,200.0,0.0,0.0,520.0,6.0,0.0,600.0,1.0,0.0,300.0,0.0,0.0,550.0,2.0,1.0,740.0,1.0,0.0,2180.0,8.0,8.0,1800.0,14.0,5.0,4270.0,67.0,13.0,787.0,9.0,705.0,12.0,695.0,8.0,222.0,1.0,144.0,1.0,268.0,5.0,123.0,0.0,155.0,1.0,56.0,0.0,128.0,0.0,54.0,3.0,37.0,0.0,43.0,0.0,11.0,0.0,39.0,1.0,38.0,0.0,3310.0,50.0,4330.0,55.0,2590.0,37.0,830.0,3.0,590.0,1.0,990.0,6.0,410.0,2.0,770.0,4.0,250.0,0.0,650.0,2.0,250.0,4.0,140.0,0.0,130.0,0.0,80.0,1.0,160.0,2.0,150.0,0.0,15,13,12,7,6,4,5,7,3,2,1,1,5,0,1,0,17,13,15,8,7,6,7,8,5,4,2,1,7,1,2,0
2020-03-19,120.0,3.0,0.0,220.0,0.0,0.0,130.0,0.0,0.0,510.0,1.0,1.0,170.0,2.0,0.0,170.0,0.0,0.0,200.0,1.0,0.0,250.0,0.0,1.0,690.0,6.0,0.0,750.0,1.0,0.0,390.0,0.0,0.0,740.0,3.0,1.0,980.0,1.0,0.0,2750.0,8.0,11.0,2280.0,14.0,13.0,4970.0,75.0,17.0,653.0,13.0,1115.0,10.0,772.0,5.0,201.0,0.0,177.0,1.0,246.0,1.0,147.0,1.0,133.0,2.0,55.0,0.0,194.0,1.0,60.0,0.0,54.0,0.0,34.0,0.0,40.0,0.0,40.0,0.0,42.0,0.0,3950.0,63.0,5440.0,65.0,3360.0,42.0,1030.0,3.0,770.0,2.0,1240.0,7.0,550.0,3.0,900.0,6.0,310.0,0.0,840.0,3.0,310.0,4.0,190.0,0.0,160.0,0.0,120.0,1.0,200.0,2.0,190.0,0.0,16,14,13,8,7,5,6,8,4,3,2,2,6,1,2,1,18,14,16,9,8,7,8,9,6,5,3,2,8,2,3,1
